,Date,original_stage,discharge_corrected,tidal value,Flow (CFS),StormSurge,y
1200,1993-07-04,9.58,1.063869314,1.196540626,649000.0,0.038590672993962,-0.13267131200000004
1201,1993-07-05,9.35,0.945974008,1.218113723,647000.0,-0.0248795394712232,-0.2721397150000001
1202,1993-07-06,9.28,0.872870868,1.237512114,644000.0,0.214947692415008,-0.36464124600000003
1203,1993-07-07,9.14,0.886678317,1.247092178,639000.0,-0.018850884897488,-0.36041386099999995
1204,1993-07-08,9.01,0.862250987,1.260666441,626000.0,0.211581086939129,-0.3984154539999999
1205,1993-07-09,8.83,0.864134342,1.293924411,622000.0,0.181449670556796,-0.42979006900000005
1206,1993-07-10,8.73,0.847015937,1.348462749,619000.0,0.178760749354339,-0.5014468120000001
1207,1993-07-11,8.62,0.799413279,1.385294773,620000.0,0.109088747020276,-0.585881494
1208,1993-07-12,8.69,0.826032508,1.410469429,629000.0,0.217964332168207,-0.5844369209999999
1209,1993-07-13,9.03,0.93096384,1.469956793,642000.0,0.370442628996473,-0.5389929529999999
1210,1993-07-14,9.17,0.94752086,1.567555137,653000.0,0.40664277587711,-0.620034277
1211,1993-07-15,9.45,0.977662906,1.674937651,664000.0,0.1804859686502,-0.697274745
1212,1993-07-16,9.73,1.100489082,1.78519574,676000.0,0.143680714608055,-0.6847066580000001
1213,1993-07-17,10.02,1.184211459,1.883717141,684000.0,0.0761575107280613,-0.6995056820000001
1214,1993-07-18,10.3,1.331576826,1.957766455,691000.0,0.0934217595945438,-0.626189629
1215,1993-07-19,10.46,1.337489908,1.999420789,697000.0,0.0569678221680837,-0.661930881
1216,1993-07-20,10.53,1.31379656,2.013088467,701000.0,0.0637128514228459,-0.6992919070000003
1217,1993-07-21,10.73,1.479988325,2.00096793,704000.0,-0.0177518053934997,-0.5209796049999997
1218,1993-07-22,10.81,1.551491191,1.961839474,709000.0,0.0651989220731336,-0.41034828300000004
1219,1993-07-23,10.79,1.565583381,1.919338767,715000.0,-0.0796144526445186,-0.353755386
1220,1993-07-24,10.87,1.557970405,1.872401153,720000.0,-0.0709136261664855,-0.3144307479999999
1221,1993-07-25,11.3,1.829608605,1.87409145,725000.0,0.0346763948913126,-0.044482845000000104
1222,1993-07-26,11.14,1.694953492,1.940605916,730000.0,-0.0237229740957997,-0.24565242399999998
1223,1993-07-27,11.24,1.6993593,1.9983891,734000.0,0.0887283571468249,-0.2990298
1224,1993-07-28,11.31,1.700033059,2.025716365,740000.0,0.131778754653578,-0.3256833060000002
1225,1993-07-29,11.39,1.624710521,2.013516184,749000.0,0.0633976273580248,-0.3888056630000003
1226,1993-07-30,11.55,1.627601166,1.974212358,754000.0,0.143694281905928,-0.3466111919999999
1227,1993-07-31,11.63,1.591420551,1.932208676,760000.0,0.116460876635943,-0.340788125
1228,1993-08-01,11.7,1.555367257,1.894130851,765000.0,0.119299236609955,-0.338763594
1229,1993-08-02,11.87,1.611505628,1.84826475,772000.0,0.177060203872192,-0.23675912200000004
1230,1993-08-03,11.85,1.596585928,1.804342638,779000.0,0.206201145979865,-0.20775670999999996
1231,1993-08-04,11.91,1.551801013,1.756999797,785000.0,0.170102960124117,-0.20519878400000002
1232,1993-08-05,11.95,1.575895316,1.732450545,791000.0,0.177109432469915,-0.15655522900000007
1233,1993-08-06,12.03,1.50820968,1.731911074,791000.0,0.300253481504061,-0.2237013940000001
1234,1993-08-07,12.08,1.692372617,1.754441612,795000.0,0.459685458472143,-0.06206899499999996
1235,1993-08-08,12.07,1.623457226,1.774096067,800000.0,0.250836778197669,-0.15063884100000013
1236,1993-08-09,12.09,1.528779166,1.791297513,810000.0,0.124752345031515,-0.2625183469999999
1237,1993-08-10,12.28,1.538169993,1.80568235,824000.0,0.254976925031067,-0.2675123570000002
1238,1993-08-11,12.42,1.440589055,1.849786853,825000.0,0.172369267135166,-0.4091977979999999
1239,1993-08-12,12.52,1.533010106,1.939546765,830000.0,0.215346271548731,-0.4065366589999999
1240,1993-08-13,12.57,1.50088493,2.033193841,832000.0,0.220062459527011,-0.5323089110000001
1241,1993-08-14,12.53,1.417946567,2.111177814,830000.0,0.0404669001573938,-0.6932312469999999
1242,1993-08-15,12.55,1.359016719,2.164624341,829000.0,-0.0541643517000617,-0.8056076220000001
1243,1993-08-16,12.47,1.342457958,2.190394698,829000.0,-0.192167506473262,-0.84793674
1244,1993-08-17,12.43,1.297428901,2.190320715,824000.0,-0.169708473182771,-0.892891814
1245,1993-08-18,12.35,1.36853755,2.163570779,822000.0,-0.0545325308707848,-0.795033229
1246,1993-08-19,12.39,1.387007258,2.121548873,817000.0,0.157053694710354,-0.7345416150000001
1247,1993-08-20,12.25,1.46399432,2.06681483,811000.0,0.0199417949026321,-0.6028205100000001
1248,1993-08-21,12.27,1.567974862,2.01542088,810000.0,-0.0300967887840979,-0.44744601800000017
1249,1993-08-22,12.17,1.510123428,2.013312094,805000.0,-0.0445248330637565,-0.5031886660000002
1250,1993-08-23,12.09,1.486240292,2.040870962,798000.0,-0.219857380348422,-0.5546306700000001
1251,1993-08-24,12.01,1.456779018,2.047330236,794000.0,-0.0672975819056469,-0.5905512180000001
1252,1993-08-25,11.98,1.384102399,2.026396497,788000.0,-0.0564062261775292,-0.6422940979999998
1253,1993-08-26,12.11,1.699624807,1.989476556,785000.0,0.23801234628503,-0.2898517490000001
1254,1993-08-27,12.02,1.608410074,1.936910895,780000.0,0.227245106855305,-0.328500821
1255,1993-08-28,11.92,1.584484315,1.860285348,775000.0,0.0799551801914491,-0.2758010329999998
1256,1993-08-29,11.81,1.568468939,1.77253865,765000.0,0.122228631246568,-0.20406971100000004
1257,1993-08-30,11.65,1.581313264,1.666903399,753000.0,0.0775572676884426,-0.0855901349999999
1258,1993-08-31,11.62,1.647101633,1.556577558,741000.0,0.0655952397784962,0.09052407499999982
1259,1993-09-01,11.42,1.787369137,1.507636203,729000.0,0.10861369085899,0.2797329340000001
1260,1993-09-02,11.33,1.901182886,1.468069022,715000.0,0.322724658528978,0.43311386400000007
1261,1993-09-06,9.68,1.392397959,1.316139347,616000.0,0.155725834264522,0.07625861199999995
1262,1993-09-07,9.7,1.957111756,1.316137528,593000.0,0.175588187837413,0.6409742279999999
1263,1993-09-08,9.27,1.881824294,1.329337169,550000.0,0.178529899719459,0.5524871250000001
1264,1993-09-09,8.82,2.066500044,1.371943008,534000.0,0.141067505397796,0.6945570360000002
1265,1993-09-10,8.4,1.886295711,1.416925967,521000.0,0.0343494703252435,0.469369744
1266,1993-09-11,7.93,1.590968966,1.45468199,504000.0,-0.215086797797571,0.13628697599999984
1267,1993-09-12,7.56,1.43362568,1.481170592,497000.0,-0.0507693522732365,-0.047544911999999995
1268,1993-09-13,7.28,1.230375558,1.512668102,490000.0,0.0483052057474592,-0.2822925439999999
1269,1993-09-14,7.34,1.332770983,1.530353207,492000.0,0.515034412447282,-0.19758222400000003
1270,1993-09-20,7.29,1.498584751,1.34358323,485000.0,0.329084890956143,0.1550015210000002
1271,1993-09-21,7.41,1.633853037,1.332582442,487000.0,0.277624146028331,0.30127059499999986
1272,1993-09-22,7.38,1.564242548,1.313183487,487000.0,0.197352669553034,0.25105906099999986
1273,1993-09-23,7.36,1.515279143,1.275890696,486000.0,0.178184341490415,0.23938844700000006
1274,1993-09-24,7.27,1.424422348,1.219517503,491000.0,0.0027922628813945,0.20490484499999995
1275,1993-09-25,7.33,1.3887981,1.140017118,493000.0,0.0494965504548723,0.24878098199999998
1276,1993-09-26,7.42,1.40841166,1.034314669,498000.0,0.103042682054496,0.37409699100000005
1277,1993-09-27,7.46,1.408603923,0.937727975,507000.0,0.0435307817262806,0.470875948
1278,1993-09-28,7.71,1.515926261,0.888618423,515000.0,-0.161886838790368,0.6273078379999999
1279,1993-09-29,7.96,1.64536984,0.87910036,521000.0,-0.0479863616036131,0.7662694800000001
1280,1993-09-30,8.2,1.794303358,0.846899229,532000.0,-0.0179746316154736,0.947404129
1281,1993-10-01,8.41,1.837728207,0.787046482,567000.0,0.114488521804466,1.050681725
1282,1993-10-02,8.54,1.497723445,0.716637559,586000.0,0.0851157680675996,0.7810858860000001
1283,1993-10-03,8.93,1.537773286,0.633635943,604000.0,-0.177540258358231,0.9041373429999999
1284,1993-10-04,9.29,1.62491771,0.566688652,625000.0,-0.118310136447759,1.0582290580000002
1285,1993-10-05,9.62,1.689301517,0.527704311,644000.0,-0.0605151219675165,1.1615972060000002
1286,1993-10-06,9.97,1.817617662,0.528683341,661000.0,0.0420218758820513,1.288934321
1287,1993-10-07,10.53,2.002286147,0.541822212,679000.0,0.223638397356487,1.460463935
1288,1993-10-08,10.87,2.175877373,0.550247818,698000.0,0.362065607299006,1.6256295550000002
1289,1993-10-09,11.05,2.031174405,0.552621807,711000.0,0.277620972680294,1.4785525979999998
1290,1993-10-10,11.34,2.096052741,0.608267204,723000.0,0.0508989378952161,1.4877855369999997
1291,1993-10-11,11.48,2.032800551,0.668042121,730000.0,-0.0343878682660113,1.3647584299999997
1292,1993-10-12,11.5,1.981131126,0.719211922,731000.0,-0.0618288376422624,1.261919204
1293,1993-10-13,11.59,2.096387528,0.785604013,726000.0,0.180687677243278,1.3107835150000002
1294,1993-10-14,11.58,2.145907145,0.819650482,720000.0,0.187601604137366,1.3262566629999997
1295,1993-10-15,11.58,2.277386205,0.816432184,705000.0,0.138177062634106,1.460954021
1296,1993-10-16,11.38,2.271744023,0.780996714,685000.0,0.200731471718676,1.490747309
1297,1993-10-17,11.23,2.469928074,0.723090314,655000.0,0.365635144726805,1.7468377599999998
1298,1993-10-18,10.72,2.366991119,0.700831378,616000.0,0.255808027117058,1.6661597410000002
1299,1993-10-19,9.89,2.125351226,0.660443759,583000.0,0.129260983252325,1.4649074669999997
1300,1993-10-20,9.38,2.155011049,0.615049741,550000.0,0.31350067471052,1.539961308
1301,1993-10-21,8.79,2.061456259,0.60279058,519000.0,0.299449204734922,1.4586656789999999
1302,1993-10-22,8.12,1.842978749,0.577731867,492000.0,0.0718938402722536,1.265246882
1303,1993-10-23,7.61,1.740429576,0.525664104,475000.0,0.185282732141725,1.2147654719999998
1304,1993-10-24,7.32,1.675105489,0.493823714,461000.0,0.511503247829984,1.181281775
1305,1993-10-25,6.97,1.489098237,0.472720009,458000.0,0.620230642451085,1.0163782280000002
1306,1993-10-26,6.95,1.578531028,0.481224156,463000.0,0.521234407245612,1.0973068719999999
1307,1993-10-27,6.96,1.494288112,0.478240728,478000.0,0.289026100110784,1.016047384
1308,1993-10-28,6.94,1.269331591,0.460976305,472000.0,0.148118379105797,0.8083552860000001
1309,1993-10-29,7.39,1.742550487,0.448024645,474000.0,0.345586917921192,1.2945258419999999
1310,1993-10-30,7.43,1.802215955,0.393531396,474000.0,0.615548804191745,1.4086845590000001
1311,1993-11-09,4.68,0.500907589,0.512014369,366000.0,0.236612301230103,-0.011106779999999983
1312,1993-11-12,4.82,0.920876994,0.681727417,353000.0,0.359824943159071,0.23914957700000006
1313,1993-11-13,4.98,1.142073773,0.681062817,346000.0,0.527821675066532,0.46101095599999986
1314,1993-11-14,5.06,1.36690944,0.668770772,343000.0,0.64587466247549,0.6981386679999999
1315,1993-11-15,4.89,1.244020874,0.656165699,352000.0,0.585733980205981,0.5878551750000001
1316,1993-11-19,5.7,0.839768396,0.696368583,435000.0,0.157000803117229,0.14339981299999993
1317,1993-11-20,5.57,0.5685469,0.712903839,454000.0,0.199831347007032,-0.14435693900000002
1318,1993-11-21,6.06,0.690719925,0.729627301,508000.0,0.0311846551727592,-0.03890737599999994
1319,1993-11-22,6.94,0.751817998,0.740377951,566000.0,-0.0784870864457509,0.011440047000000009
1320,1993-11-23,7.83,0.762392485,0.762944382,620000.0,-0.0427734187119123,-0.0005518970000000234
1321,1993-11-24,8.53,0.64339889,0.811897273,668000.0,-0.106383106267129,-0.16849838300000008
1322,1993-11-25,9.25,0.63549728,0.842115198,706000.0,-0.081458033996386,-0.20661791799999996
1323,1993-11-26,9.27,0.222795612,0.842093718,745000.0,-0.0187002124750738,-0.619298106
1324,1993-11-29,10.78,0.361723991,0.851250224,815000.0,-0.227270307148069,-0.48952623300000003
1325,1993-11-30,11.29,0.447168947,0.87077739,824000.0,-0.147874463309705,-0.423608443
1326,1993-12-01,11.5,0.693296003,0.904890043,815000.0,0.0928313236105915,-0.21159403999999993
1327,1993-12-02,11.69,1.017781147,0.937673773,806000.0,0.417688666895271,0.08010737400000001
1328,1993-12-03,11.7,1.160523669,0.956769877,792000.0,0.529998290670443,0.203753792
1329,1993-12-04,11.64,1.238672054,0.956050114,774000.0,0.798470189944456,0.28262194000000007
1330,1993-12-05,11.26,1.196725914,0.935827857,754000.0,0.275959131090799,0.2608980569999999
1331,1993-12-06,10.98,1.216207606,0.985714166,740000.0,0.10440962845398,0.23049344000000005
1332,1993-12-07,10.89,1.181974912,1.088908041,751000.0,0.0549483089695952,0.093066871
1333,1993-12-08,11.07,1.195326106,1.18780988,780000.0,0.0315341842468777,0.007516225999999904
1334,1993-12-09,11.39,1.076042646,1.251574621,786000.0,0.0991313795307358,-0.17553197499999995
1335,1993-12-10,11.71,1.305841324,1.288586671,787000.0,0.441904938653929,0.017254652999999953
